groupId,severity,issueCode,variantClassification,variantConfidence,variantSignals,variantAttributes,intentKey,signals,pageCount,pageTypes,primaryUrl,primaryInboundInternalLinks,competingUrls,sampleTitles,sharedTitle,sharedMetaDescription,sharedContentHash,recommendation
CAN-0118,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:beige|color:black|color:grey,half over pant plain size sleeve track tracksuit tshirt,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/mens-tracksuit-half-sleeve-over-size-grey-t-shirt-grey-plain-trackpant,1,https://triprindia.com/products/mens-tracksuit-half-sleeve-over-size-beige-t-shirt-black-plain-trackpant,Mens Tracksuit - Half Sleeve Grey t-shirt / Grey plain Trackpant – TRIPR|Mens Tracksuit - Half Sleeve Beige t-shirt / Black Plain Trackpant – TRIPR,,"product description: 🔹 cotton fabric – crafted from good-quality breathable cotton, ensuring comfort throughout the day. 🔹 stylish & minimalist design – a plain half-sleeve t-shirt paired with plain track pants for a sleek, modern look. 🔹 perfect fit & c...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0119,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,pack_variant,pack_of_2|pack_of_3,half printed sleeve tshirt typography,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/half-sleeve-pack-of-3-typography-printed-t-shirts-for-men,0,https://triprindia.com/products/half-sleeve-typography-printed-t-shirts-for-men,(Pack Of 3) Mens Half Sleeve Typography Printed T-shirts – TRIPR|(Pack Of 2) Half Sleeve Typography Printed T-shirts – TRIPR,,"product description: trendy half sleeve t-shirt with a unique printed design for a stylish look. available in black, beige, and white to match your personality. crafted from soft and breathable fabric for all-day comfort. perfect for casual outings, weekend...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0120,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,pack_variant,pack_of_10|pack_of_2|pack_of_9,men tank tops (pack of 2) – tripr,duplicate_title,2,product,https://triprindia.com/products/men-tank-tops-pack-of-9,0,https://triprindia.com/products/men-tank-tops-pack-of-10,Men Tank Tops (Pack of 2) – TRIPR,men tank tops (pack of 2) – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0121,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|pack_variant,code:vt2|color:beige|color:grey|color:navy|pack_of_2,neck plain top vest,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/pack-of-2-men-plain-v-neck-top-vest-vt2-navy-vt2-grey,0,https://triprindia.com/products/pack-of-2-men-plain-v-neck-top-vest-vt2-navy-vt2-beige,(Pack Of 2) Mens Navy & Grey Plain V-Neck Vests – TRIPR|(Pack Of 2) Mens Navy & Beige Plain V-Neck Vests – TRIPR,,"product description:fabric: crafted with a soft and breathable cotton blend for all-day comfort.stylish printed design: trendy prints that add a touch of personality to your daily gym look.versatile gym wear: perfectly designed for workouts, casual outings,...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0122,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:s39|code:s42|color:olivegreen,olivegreen over printed short,duplicate_title|shared_keyword_intent,2,product,https://triprindia.com/products/men-all-over-printed-short-olivegreen-s39,0,https://triprindia.com/products/men-all-over-printed-short-olivegreen-s42,Men All Over Printed Short Olivegreen – TRIPR,men all over printed short olivegreen – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0123,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:s39|code:s42|color:maroon,over printed short,duplicate_title,2,product,https://triprindia.com/products/men-all-over-printed-short-maroon-s39,0,https://triprindia.com/products/men-all-over-printed-short-maroon-s42,Men All Over Printed Short Maroon – TRIPR,men all over printed short maroon – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0124,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:s38|code:s39|color:black,over printed short,duplicate_content,2,product,https://triprindia.com/products/men-all-over-printed-short-black-s39,0,https://triprindia.com/products/men-all-over-printed-short-black-s38,Men All Over Printed Short Black – TRIPR,,,fae58dd568f731cb63663a4b26934ca75fdfe5cd,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0125,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|pack_variant,color:black|color:blue|color:dark|color:grey|color:navy|pack_of_2,pant solid track,duplicate_meta_description,2,product,https://triprindia.com/products/tripr-solid-men-dark-blue-grey-track-pants,3,https://triprindia.com/products/solid-men-black-navy-blue-track-pants-pack-of-2,"Solid Men Black , Navy Blue Track Pants (Pack Of 2) – TRIPR|Solid Men Dark Blue, Grey Track Pants (Pack Of 2) – TRIPR",,"buy this combo pack of 2 trackpants from tripr india. crafted in blue and grey color, these are solid patterned trackpants meant for comfort and feel good. our trackpants are made using the best quality cotton blend material. you can buy this combo pack at ...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0126,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:grey|color:white,printed sleeveless vest,duplicate_meta_description,2,product,https://triprindia.com/products/tripr-men-vest-grey-1,1,https://triprindia.com/products/men-sleeveless-men-printed-vest-white,Buy Men Sleeveless Printed Grey Vest Online – TRIPR,,"buy tripr men's printed vest - sleeveless printed grey vest with 87% off - online clearance sale discount. absorbs summer sweats easily & keep you cool, very soft to wear, ideal for all activities. shop now",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0127,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:light|color:orange|color:red,shop men trunk for 179 online black printed trunk from tripr india. comfy soft cotton b...,duplicate_meta_description,2,product,https://triprindia.com/products/men-red-printed-trunk,1,https://triprindia.com/products/men-printed-trunk-light-orange,Printed Red Trunk For Men Online – TRIPR|Printed Trunk For Men Online – TRIPR,,shop men trunk for 179 online black printed trunk from tripr india. comfy soft cotton blend ideal for innerwears. best online rate.,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0128,recommended,content_cannibalization_keyword_overlap,true_cannibalization,none,,,blogs casual jacket tagged,shared_keyword_intent,2,article,https://triprindia.com/blogs/news/tagged/casual-jackets-for-men,1,https://triprindia.com/blogs/news/tagged/men-s-casual-jackets,"Blogs – Tagged ""Casual Jackets for Men"" – TRIPR|Blogs – Tagged ""men’s casual jackets"" – TRIPR",,,,"Choose a primary URL for the shared intent, strengthen its internal links, and rewrite competing pages for more specific long-tail intent."
CAN-0129,recommended,content_cannibalization_keyword_overlap,true_cannibalization,none,,,blogs casual shirt tagged,shared_keyword_intent,2,article,https://triprindia.com/blogs/news/tagged/best-casual-shirts,4,https://triprindia.com/blogs/news/tagged/best-casual-shirts-for-men,"Blogs – Tagged ""best casual shirts for men"" – TRIPR|Blogs – Tagged ""best casual shirts"" – TRIPR",,,,"Choose a primary URL for the shared intent, strengthen its internal links, and rewrite competing pages for more specific long-tail intent."
CAN-0130,recommended,content_cannibalization_keyword_overlap,true_cannibalization,none,,,blogs clothing stores tagged,shared_keyword_intent,2,article,https://triprindia.com/blogs/news/tagged/best-online-clothing-stores,3,https://triprindia.com/blogs/news/tagged/best-online-clothing-stores-in-india,"Blogs – Tagged ""best online clothing stores"" – TRIPR|Blogs – Tagged ""best online clothing stores in India"" – TRIPR",,,,"Choose a primary URL for the shared intent, strengthen its internal links, and rewrite competing pages for more specific long-tail intent."
CAN-0131,recommended,content_cannibalization_keyword_overlap,true_cannibalization,none,,,blogs combo pant tagged track,shared_keyword_intent,2,article,https://triprindia.com/blogs/news/tagged/track-pants-combo-for-men,2,https://triprindia.com/blogs/news/tagged/trackpants-combo,"Blogs – Tagged ""trackpants combo"" – TRIPR|Blogs – Tagged ""track pants combo for men"" – TRIPR",,,,"Choose a primary URL for the shared intent, strengthen its internal links, and rewrite competing pages for more specific long-tail intent."
CAN-0132,recommended,content_cannibalization_keyword_overlap,true_cannibalization,none,,,blogs oversized tagged tshirt,shared_keyword_intent,2,article,https://triprindia.com/blogs/news/tagged/buy-oversized-t-shirts-for-men-online,1,https://triprindia.com/blogs/news/tagged/buy-oversized-t-shirts-online-in-india,"Blogs – Tagged ""Buy Oversized T-shirts online in India"" – TRIPR|Blogs – Tagged ""buy oversized t-shirts for men online"" – TRIPR",,,,"Choose a primary URL for the shared intent, strengthen its internal links, and rewrite competing pages for more specific long-tail intent."
CAN-0133,recommended,content_cannibalization_keyword_overlap,true_cannibalization,none,,,blogs pant tagged track,shared_keyword_intent,2,article,https://triprindia.com/blogs/news/tagged/track-pants-for-men,5,https://triprindia.com/blogs/news/tagged/mens-trackpants,"Blogs – Tagged ""Men's Trackpants"" – TRIPR|Blogs – Tagged ""track pants for men"" – TRIPR",,,,"Choose a primary URL for the shared intent, strengthen its internal links, and rewrite competing pages for more specific long-tail intent."
CAN-0134,recommended,content_cannibalization_keyword_overlap,true_cannibalization,none,,,blogs party shirt tagged wear,shared_keyword_intent,2,article,https://triprindia.com/blogs/news/tagged/party-wear-shirt,3,https://triprindia.com/blogs/news/tagged/party-wear-shirts-for-men,"Blogs – Tagged ""party wear shirts for men"" – TRIPR|Blogs – Tagged ""Party wear shirt"" – TRIPR",,,,"Choose a primary URL for the shared intent, strengthen its internal links, and rewrite competing pages for more specific long-tail intent."
CAN-0135,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|pack_variant,color:beige|color:black|color:blue|color:brown|color:dark|color:green|color:grey|color:maroon|color:navy|color:olive|color:white|pack_of_2|pack_of_3,full neck plain round sleeve tshirt,shared_keyword_intent,14,product,https://triprindia.com/products/men-full-sleeve-plain-round-neck-t-shirt-white,2,https://triprindia.com/products/men-full-sleeve-plain-round-neck-pack-of-3-t-shirts-maroon-white-navy|https://triprindia.com/products/men-full-sleeve-plain-round-neck-pack-of-2-t-shirts-black-beige|https://triprindia.com/products/men-full-sleeve-plain-round-neck-pack-of-2-t-shirts-brown-black|https://triprindia.com/products/men-full-sleeve-plain-round-neck-t-shirt-brown|https://triprindia.com/products/men-full-sleeve-plain-round-neck-t-shirt-beige|https://triprindia.com/products/men-full-sleeve-plain-round-neck-pack-of-2-t-shirts-black-white|https://triprindia.com/products/men-full-sleeve-plain-round-neck-t-shirt-dark-grey|https://triprindia.com/products/men-full-sleeve-plain-round-neck-pack-of-2-t-shirts-olive-navy|https://triprindia.com/products/men-full-sleeve-plain-round-neck-t-shirt-maroon|https://triprindia.com/products/men-full-sleeve-plain-round-neck-t-shirt-navy-blue|https://triprindia.com/products/men-full-sleeve-plain-t-shirt-03|https://triprindia.com/products/men-full-sleeve-plain-t-shirt-01|https://triprindia.com/products/men-full-sleeve-plain-t-shirt-02,Mens Round Neck Full Sleeve Plain T-shirts (Pack Of 3) – TRIPR|Mens Round Neck Full Sleeve Plain Black & Beige T-shirts (Pack Of 2) – TRIPR|Mens Round Neck Full Sleeve Plain T-shirts (Pack Of 2) Brown & Black – TRIPR|Mens Round Neck Full Sleeve Plain Brown T-shirt – TRIPR|Mens Round Neck Full Sleeve Plain Beige T-shirt – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
